campaign_id,order_id,campaign_type,start_date,end_date,marketing_spend,reach,impressions,clicks,conversion_rate
CAM010320,ORD045602,Google Ads,2023-11-11,2024-11-25,13889,96587,155528,557,0.08
CAM010321,ORD046479,Social Media,2023-03-20,2024-05-26,7421,24008,69037,109,0.04
CAM010322,ORD004446,Google Ads,2023-03-29,2024-09-09,11593,42156,13629,1688,0.04
CAM010323,ORD032201,Email Campaign,2023-08-06,2024-05-17,2450,126463,211378,1377,0.09
CAM010324,ORD043738,Radio Ads,2023-11-13,2024-06-17,12644,23411,181897,61,0.05
CAM010325,ORD009690,Google Ads,2023-03-27,2024-08-26,13413,85252,187218,1026,0.07
CAM010326,ORD015906,Google Ads,2023-09-22,2024-02-29,18930,174199,89281,875,0.04
CAM010327,ORD036600,Radio Ads,2023-01-19,2024-06-24,16682,82306,34016,1600,0.05
CAM010328,ORD004452,Social Media,2023-03-07,2024-09-16,503,34744,118176,1250,0.08
CAM010329,ORD040906,Social Media,2023-02-15,2024-01-28,17152,74106,185202,95,0.05
CAM010330,ORD005912,Social Media,2022-12-25,2024-11-16,16844,44129,195468,743,0.03
CAM010331,ORD009697,Email Campaign,2023-01-30,2024-07-13,13763,53232,157216,1186,0.05
CAM010332,ORD034645,Google Ads,2023-09-07,2024-01-03,6912,67219,234198,1713,0.02
CAM010333,ORD037898,TV Commercial,2023-07-01,2024-10-18,4290,62458,196894,785,0.05
CAM010334,ORD015537,Email Campaign,2023-04-02,2024-01-27,2222,117821,137971,1369,0.03
CAM010335,ORD043565,Email Campaign,2023-07-10,2024-09-12,10832,154269,16698,1524,0.02
CAM010336,ORD017822,Radio Ads,2023-04-14,2023-12-24,9501,149985,61179,548,0.01
CAM010337,ORD021151,Google Ads,2023-10-27,2024-10-27,11384,196446,145040,53,0.1
CAM010338,ORD031839,Google Ads,2023-03-09,2024-01-29,11775,14569,219139,54,0.04
CAM010339,ORD046278,Social Media,2023-07-03,2024-02-19,15416,25124,147692,1669,0.06
CAM010340,ORD018397,TV Commercial,2023-06-27,2024-03-10,18249,95057,200512,457,0.08
CAM010341,ORD022291,TV Commercial,2023-01-18,2023-12-18,10610,196362,71404,1961,0.02
CAM010342,ORD008490,TV Commercial,2023-01-11,2024-10-26,15785,187275,190515,1672,0.07
CAM010343,ORD036817,TV Commercial,2023-11-16,2024-05-24,1714,47191,176474,1219,0.04
CAM010344,ORD015584,Radio Ads,2023-09-15,2024-09-20,2805,21475,144434,1413,0.02
CAM010345,ORD025521,TV Commercial,2023-08-31,2024-10-15,15555,44324,163383,1607,0.03
CAM010346,ORD017088,Social Media,2023-09-03,2024-11-14,7787,153353,53632,306,0.01
CAM010347,ORD034161,Google Ads,2023-08-20,2024-10-17,2200,178744,187796,1612,0.1
CAM010348,ORD003744,Radio Ads,2023-06-09,2024-05-23,14317,24289,200259,1853,0.08
CAM010349,ORD048222,Radio Ads,2023-09-04,2024-02-15,10869,176521,15049,1958,0.06
CAM010350,ORD011943,Google Ads,2023-04-17,2024-08-15,16015,187623,51093,1961,0.02
CAM010351,ORD003566,Email Campaign,2023-08-28,2024-02-11,14121,69805,197288,436,0.06
CAM010352,ORD003480,TV Commercial,2023-05-26,2024-11-11,14768,181204,11337,1477,0.02
CAM010353,ORD033720,Email Campaign,2023-09-30,2024-01-09,15179,86140,95520,727,0.01
CAM010354,ORD048681,Radio Ads,2022-12-11,2024-08-29,8691,180266,225776,1147,0.08
CAM010355,ORD035192,Radio Ads,2023-05-11,2024-04-12,14798,172359,107450,976,0.05
CAM010356,ORD003713,Social Media,2023-06-17,2024-12-01,3959,48767,163536,505,0.07
CAM010357,ORD045340,Google Ads,2023-05-14,2024-08-22,876,126000,112184,1774,0.1
CAM010358,ORD034193,Social Media,2023-10-19,2024-05-07,13720,191101,92895,707,0.02
CAM010359,ORD001715,Social Media,2023-09-12,2024-07-26,5908,103577,160389,1681,0.04
CAM010360,ORD035550,TV Commercial,2022-12-14,2024-03-12,16516,72871,28795,1181,0.07
CAM010361,ORD009520,Social Media,2023-02-05,2024-04-21,17333,125147,49021,1875,0.04
CAM010362,ORD022765,Radio Ads,2023-01-25,2024-03-12,19822,137307,169028,1350,0.06
CAM010363,ORD047114,Email Campaign,2023-03-18,2024-12-03,19104,168466,100318,821,0.07
CAM010364,ORD006596,Google Ads,2022-12-29,2024-01-01,16297,85814,44341,1966,0.02
CAM010365,ORD000949,Social Media,2023-05-29,2024-09-12,14197,146120,196348,805,0.08
CAM010366,ORD036438,Social Media,2023-11-30,2024-08-16,16792,192003,135759,848,0.04
CAM010367,ORD026648,Google Ads,2023-03-06,2024-01-23,15664,62839,35362,564,0.03
CAM010368,ORD038128,Radio Ads,2023-01-18,2024-01-31,18869,141763,201600,1587,0.05
CAM010369,ORD025988,Email Campaign,2023-07-01,2024-01-28,17546,174035,38480,516,0.03
CAM010370,ORD037672,Radio Ads,2023-01-23,2024-04-08,11261,187047,135614,1422,0.05
CAM010371,ORD043104,Google Ads,2022-12-28,2024-11-29,18113,26737,196846,1701,0.03
CAM010372,ORD045772,Radio Ads,2023-08-11,2024-02-26,8886,56013,11204,234,0.06
CAM010373,ORD012088,Radio Ads,2023-01-08,2024-04-07,9417,124794,114733,411,0.02
CAM010374,ORD001927,Google Ads,2023-09-05,2024-09-16,5244,122394,169783,1731,0.03
CAM010375,ORD018587,TV Commercial,2023-10-18,2024-08-28,7877,162278,121520,1680,0.03
CAM010376,ORD024476,Google Ads,2023-10-23,2024-09-28,11492,19873,118236,1880,0.08
CAM010377,ORD033307,Google Ads,2023-07-12,2023-12-21,8552,15215,124264,1549,0.04
CAM010378,ORD009620,Email Campaign,2023-02-11,2024-02-21,16013,119413,87820,1241,0.09
CAM010379,ORD003566,Radio Ads,2023-03-05,2024-08-15,15166,177380,151825,901,0.07
CAM010380,ORD020577,Social Media,2023-06-20,2024-07-01,3182,116714,162662,174,0.04
CAM010381,ORD046212,Radio Ads,2023-11-14,2023-12-24,3861,105322,71692,1472,0.03
CAM010382,ORD032522,Social Media,2022-12-11,2024-09-09,16425,192664,121983,1310,0.08
CAM010383,ORD027464,Email Campaign,2023-01-15,2024-08-19,18489,139091,237199,993,0.06
CAM010384,ORD030062,Radio Ads,2023-02-20,2024-09-05,18516,197066,228696,1768,0.01
CAM010385,ORD015260,Social Media,2022-12-14,2024-10-26,18701,158320,10525,1985,0.09
CAM010386,ORD035317,Radio Ads,2023-07-25,2024-05-14,11338,140875,18374,1007,0.04
CAM010387,ORD038165,TV Commercial,2023-08-19,2024-09-01,17270,33759,124944,1967,0.05
CAM010388,ORD015855,Radio Ads,2023-02-03,2024-11-21,17053,75808,141304,1638,0.04
CAM010389,ORD011305,Social Media,2023-03-16,2023-12-23,8709,122159,125402,51,0.01
CAM010390,ORD027254,Radio Ads,2023-07-15,2024-10-07,4410,6831,16634,1144,0.07
CAM010391,ORD048273,Google Ads,2023-07-11,2024-06-11,16303,17327,93091,1924,0.05
CAM010392,ORD028608,Social Media,2023-10-17,2024-02-18,14874,63620,48506,1405,0.06
CAM010393,ORD020616,Email Campaign,2023-03-17,2024-09-11,16915,128315,142275,256,0.07
CAM010394,ORD032346,Google Ads,2023-02-22,2024-09-27,10235,131967,30162,994,0.09
CAM010395,ORD049256,Radio Ads,2023-07-15,2024-09-12,19302,151808,80272,550,0.06
CAM010396,ORD040921,Email Campaign,2023-10-30,2024-04-11,11919,12065,156176,1585,0.04
CAM010397,ORD014705,Radio Ads,2023-05-26,2024-07-23,11463,41918,11352,814,0.02
CAM010398,ORD004284,Google Ads,2023-04-20,2023-12-10,6029,58887,31771,1764,0.07
CAM010399,ORD019839,Social Media,2023-06-28,2024-10-09,1076,55065,161808,1110,0.09
CAM010400,ORD041837,Radio Ads,2023-11-26,2024-02-26,7219,187053,96055,62,0.03
CAM010401,ORD016963,Radio Ads,2023-11-12,2024-11-25,1444,148357,40874,1089,0.07
CAM010402,ORD034833,Social Media,2023-01-08,2024-11-14,17857,166151,14478,1107,0.02
CAM010403,ORD040409,Radio Ads,2023-02-11,2024-04-16,11112,115172,11306,106,0.07
CAM010404,ORD009778,Social Media,2023-11-20,2024-10-26,1005,172442,15224,464,0.04
CAM010405,ORD022401,Google Ads,2023-04-18,2024-04-15,3546,17873,117178,1097,0.03
CAM010406,ORD042804,TV Commercial,2023-10-04,2024-04-15,8306,108695,144363,636,0.09
CAM010407,ORD005356,Radio Ads,2023-09-04,2024-05-07,2140,78169,226881,939,0.05
CAM010408,ORD010302,Social Media,2023-05-31,2024-11-14,18545,26630,51795,1540,0.01
CAM010409,ORD012836,Google Ads,2023-04-10,2024-03-26,5839,195003,34249,1474,0.08
CAM010410,ORD035461,TV Commercial,2023-05-05,2024-09-22,9256,170077,166002,802,0.03
CAM010411,ORD040289,Radio Ads,2023-02-28,2024-03-27,13214,43792,114908,76,0.02
CAM010412,ORD017933,TV Commercial,2023-01-14,2024-07-06,1535,173638,225301,62,0.07
CAM010413,ORD003407,Google Ads,2023-02-10,2024-08-25,1672,160631,13954,1668,0.04
CAM010414,ORD042106,Social Media,2023-05-09,2024-09-01,8548,189359,219627,1509,0.09
CAM010415,ORD013478,Radio Ads,2023-06-23,2024-07-24,16061,151890,193411,264,0.06
CAM010416,ORD049088,Google Ads,2023-06-23,2024-10-23,6418,194352,45805,1676,0.08
CAM010417,ORD008580,Email Campaign,2023-08-23,2024-04-12,8692,81240,86252,1518,0.07
CAM010418,ORD042213,Social Media,2023-12-01,2024-07-21,13662,96626,59403,879,0.03
CAM010419,ORD001122,TV Commercial,2023-10-21,2024-07-20,10235,74800,156094,1042,0.07
CAM010420,ORD012936,Social Media,2023-01-09,2024-02-20,15595,69861,88394,1609,0.04
CAM010421,ORD029179,Radio Ads,2023-04-24,2023-12-21,3587,136335,79932,1999,0.1
CAM010422,ORD020679,Google Ads,2023-03-01,2024-02-07,2583,116952,200811,1830,0.03
CAM010423,ORD043725,Email Campaign,2023-06-03,2024-11-26,13613,34031,129826,561,0.09
CAM010424,ORD010647,Email Campaign,2023-02-26,2024-03-25,11405,61336,91411,174,0.03
CAM010425,ORD032837,Radio Ads,2023-04-14,2024-07-17,10733,135969,145426,1456,0.02
CAM010426,ORD036790,Social Media,2023-06-04,2024-08-03,6449,191540,81261,77,0.06
CAM010427,ORD028940,Social Media,2023-01-31,2024-09-28,2771,21113,205882,1055,0.03
CAM010428,ORD036364,Email Campaign,2023-09-18,2024-02-16,10239,41270,183148,1223,0.04
CAM010429,ORD019353,Radio Ads,2022-12-12,2024-03-12,1129,160976,97114,773,0.03
CAM010430,ORD028125,TV Commercial,2023-03-23,2024-06-17,8118,57049,76616,162,0.05
CAM010431,ORD044438,TV Commercial,2023-07-20,2024-11-14,813,178240,93958,1303,0.07
CAM010432,ORD007817,Social Media,2023-07-24,2024-06-08,19101,79105,201337,457,0.03
CAM010433,ORD007609,Email Campaign,2023-08-09,2024-06-21,7869,144574,67467,1131,0.06
CAM010434,ORD024976,Social Media,2022-12-26,2024-03-06,16530,186718,87434,1931,0.04
CAM010435,ORD049329,Radio Ads,2022-12-19,2024-01-02,10121,177960,55664,1802,0.09
CAM010436,ORD037200,Google Ads,2023-06-26,2024-11-07,2290,57721,65935,1451,0.01
CAM010437,ORD011745,Email Campaign,2023-05-28,2024-08-24,16631,67171,103243,1175,0.09
CAM010438,ORD039201,Social Media,2023-07-28,2024-11-27,4229,133235,26313,1547,0.05
CAM010439,ORD047489,Google Ads,2023-09-18,2024-07-26,19913,18378,114745,606,0.07
CAM010440,ORD031744,Radio Ads,2023-03-30,2024-03-09,13650,12634,52246,1165,0.09
CAM010441,ORD036393,Email Campaign,2023-11-07,2024-10-07,19351,49771,190023,1206,0.04
CAM010442,ORD048450,Google Ads,2023-01-15,2024-04-29,2055,8579,103063,894,0.05
CAM010443,ORD027278,TV Commercial,2023-03-20,2024-01-28,1265,110476,32022,588,0.04
CAM010444,ORD024583,Radio Ads,2023-06-13,2024-09-14,947,133871,169273,759,0.02
CAM010445,ORD034993,TV Commercial,2023-01-02,2023-12-12,4237,37531,112918,1299,0.08
CAM010446,ORD021819,Email Campaign,2023-04-02,2023-12-13,14725,100936,17170,489,0.09
CAM010447,ORD036178,Social Media,2023-08-15,2024-06-17,15005,12391,86983,392,0.06
CAM010448,ORD013634,Social Media,2023-03-14,2024-02-23,12388,85702,59328,743,0.04
CAM010449,ORD000018,Social Media,2023-01-20,2024-08-08,13303,13886,115404,1877,0.03
CAM010450,ORD032187,Social Media,2023-04-23,2024-02-11,1692,194932,50498,1429,0.07
CAM010451,ORD025667,Google Ads,2023-04-03,2024-08-05,19899,14864,155156,1657,0.07
CAM010452,ORD043215,Social Media,2023-08-15,2024-03-11,17092,162302,203166,586,0.09
CAM010453,ORD008893,Social Media,2023-04-22,2024-05-05,18022,25495,184886,656,0.08
CAM010454,ORD046191,Email Campaign,2023-11-17,2024-04-27,14291,145082,205130,1698,0.01
CAM010455,ORD020082,Social Media,2023-02-16,2024-02-26,4930,186749,71418,473,0.03
CAM010456,ORD040239,Social Media,2023-03-19,2024-04-09,15130,97234,206797,760,0.04
CAM010457,ORD036693,Email Campaign,2023-04-12,2024-11-11,642,166936,82879,1070,0.08
CAM010458,ORD035396,TV Commercial,2023-04-11,2024-08-25,19497,121693,219103,609,0.1
CAM010459,ORD009270,Social Media,2023-03-01,2024-06-23,2227,47861,205279,555,0.1
CAM010460,ORD030707,Email Campaign,2023-08-13,2024-03-13,7414,106290,185578,1348,0.08
CAM010461,ORD005567,Google Ads,2023-09-27,2024-07-03,4285,170410,62313,480,0.04
CAM010462,ORD038881,Email Campaign,2023-03-16,2024-12-06,6793,176155,183524,307,0.09
CAM010463,ORD007056,Radio Ads,2023-09-13,2024-05-07,2462,147883,45732,995,0.09
CAM010464,ORD001176,TV Commercial,2023-11-19,2024-05-26,12916,108039,95126,597,0.06
CAM010465,ORD027599,Email Campaign,2023-12-08,2024-08-16,15078,64289,131542,515,0.06
CAM010466,ORD016610,Radio Ads,2023-11-01,2024-08-19,18783,41179,180748,1722,0.04
CAM010467,ORD014878,Email Campaign,2023-02-06,2024-10-25,7938,72430,207812,1997,0.01
CAM010468,ORD045434,Google Ads,2023-09-12,2024-11-10,4291,121132,177406,1166,0.06
CAM010469,ORD010869,Email Campaign,2023-01-30,2024-09-29,19523,51473,20644,1597,0.08
CAM010470,ORD012287,TV Commercial,2023-05-02,2024-08-17,13886,197260,219220,1823,0.1
CAM010471,ORD018916,Google Ads,2023-11-21,2024-09-05,19050,66193,164043,887,0.01
CAM010472,ORD026515,Radio Ads,2022-12-28,2024-08-28,11112,58020,111860,490,0.09
CAM010473,ORD015439,TV Commercial,2023-11-08,2024-08-13,7587,139302,208032,1722,0.04
CAM010474,ORD038362,TV Commercial,2023-03-02,2024-02-21,18011,138583,121672,1855,0.03
CAM010475,ORD046007,Social Media,2023-07-16,2024-04-03,17151,8345,177960,1326,0.05
CAM010476,ORD008853,Radio Ads,2023-12-09,2024-05-27,1780,138711,165861,1866,0.03
CAM010477,ORD000021,Radio Ads,2022-12-27,2024-06-11,12406,103736,27831,1696,0.03
CAM010478,ORD006065,Email Campaign,2022-12-10,2024-06-14,11898,106453,207331,1727,0.01
CAM010479,ORD037414,Radio Ads,2023-01-20,2024-09-14,920,70503,76695,1718,0.04
CAM010480,ORD036712,TV Commercial,2023-03-21,2024-02-20,17814,52083,216074,1207,0.09
CAM010481,ORD044344,Radio Ads,2023-09-20,2024-11-17,6268,6979,133658,1527,0.03
CAM010482,ORD002251,Radio Ads,2023-07-31,2024-11-16,7483,5030,120505,550,0.02
CAM010483,ORD016738,Social Media,2023-11-26,2024-03-10,11320,179615,173162,1198,0.06
CAM010484,ORD012478,Social Media,2023-02-08,2024-07-05,2117,143610,37774,1972,0.09
CAM010485,ORD027778,Email Campaign,2023-02-28,2024-08-07,2880,104453,224106,858,0.02
CAM010486,ORD011533,TV Commercial,2023-12-03,2024-01-07,5428,142378,35794,95,0.06
CAM010487,ORD025535,TV Commercial,2023-03-06,2024-01-15,12694,35813,110605,610,0.04
CAM010488,ORD002139,Radio Ads,2023-08-10,2024-09-14,8196,50080,108694,1116,0.05
CAM010489,ORD045631,Radio Ads,2022-12-12,2023-12-20,2607,107760,48892,1564,0.05
CAM010490,ORD001256,Radio Ads,2023-08-11,2024-06-27,3285,194299,160086,811,0.09
CAM010491,ORD009910,Email Campaign,2023-12-08,2023-12-15,10337,38887,29234,684,0.03
CAM010492,ORD034343,Radio Ads,2023-02-25,2024-08-17,10486,175973,208365,1204,0.02
CAM010493,ORD048392,Email Campaign,2023-09-18,2024-12-06,5025,181080,217593,1881,0.01
CAM010494,ORD006075,Radio Ads,2023-06-14,2024-01-24,3390,115878,235471,668,0.07
CAM010495,ORD049414,Social Media,2023-07-12,2024-08-31,6807,69772,86871,1550,0.1
CAM010496,ORD019655,Social Media,2023-07-24,2024-01-06,1008,35973,10054,57,0.08
CAM010497,ORD007545,Social Media,2023-02-11,2024-01-30,4098,100505,38409,1105,0.01
CAM010498,ORD037611,TV Commercial,2023-11-08,2024-06-20,8393,35698,233126,563,0.02
CAM010499,ORD019100,Google Ads,2023-02-21,2024-07-22,2056,156292,71980,962,0.08
CAM010500,ORD029750,Email Campaign,2023-02-13,2024-04-01,6630,157342,181029,120,0.05
CAM010501,ORD048134,Social Media,2023-04-19,2024-05-14,12212,51301,79605,1079,0.03
CAM010502,ORD044784,Email Campaign,2023-02-23,2024-08-15,13502,124832,176133,1073,0.03
CAM010503,ORD015812,Email Campaign,2023-03-26,2024-03-18,17307,182837,33373,1552,0.01
CAM010504,ORD039982,TV Commercial,2023-01-31,2024-06-29,3141,23906,194110,704,0.06
CAM010505,ORD008976,TV Commercial,2023-06-14,2024-01-07,572,109337,66855,54,0.07
CAM010506,ORD040906,Email Campaign,2023-04-03,2024-11-18,4673,106430,203008,1770,0.03
CAM010507,ORD038297,Google Ads,2023-12-03,2024-11-23,19680,37975,42339,221,0.07
CAM010508,ORD037906,Radio Ads,2023-04-22,2024-08-27,11661,36971,181029,1055,0.09
CAM010509,ORD003437,Google Ads,2023-10-20,2023-12-21,14716,166520,12277,1786,0.07
CAM010510,ORD042571,Social Media,2023-10-28,2024-11-18,2188,144380,81963,1953,0.06
CAM010511,ORD015483,Social Media,2023-09-05,2024-01-10,17512,160583,115244,1559,0.08
CAM010512,ORD032084,Radio Ads,2023-04-03,2024-09-01,9551,37172,59958,1172,0.01
CAM010513,ORD016804,TV Commercial,2023-11-23,2024-02-09,531,70373,18524,1446,0.07
CAM010514,ORD037828,Google Ads,2023-05-17,2024-03-03,5243,59707,222469,1463,0.09
CAM010515,ORD000511,Google Ads,2023-08-09,2024-05-04,12991,78462,47727,316,0.01
CAM010516,ORD026695,Google Ads,2023-08-06,2024-02-13,12053,177025,104881,1656,0.04
CAM010517,ORD032123,Email Campaign,2023-06-12,2024-02-09,15908,107739,203420,1706,0.02
CAM010518,ORD042710,Email Campaign,2023-01-23,2024-07-31,16765,20471,85034,750,0.05
CAM010519,ORD031564,Email Campaign,2023-07-08,2024-11-15,8575,93175,205584,1239,0.02
CAM010520,ORD033078,Radio Ads,2023-08-18,2024-02-11,3931,84586,233228,235,0.06
CAM010521,ORD009721,Social Media,2023-10-28,2024-06-22,18737,157598,155373,1048,0.01
CAM010522,ORD020976,TV Commercial,2023-04-27,2024-01-21,4956,143481,77664,367,0.08
CAM010523,ORD040279,Social Media,2023-03-24,2024-05-24,18372,83979,57115,1273,0.06
CAM010524,ORD012657,Social Media,2023-08-03,2024-01-11,13618,53068,94092,423,0.03
CAM010525,ORD024101,TV Commercial,2023-05-16,2024-01-30,7913,110526,144210,120,0.02
CAM010526,ORD001438,Email Campaign,2023-07-10,2024-03-04,14490,33899,232081,227,0.1
CAM010527,ORD046128,Google Ads,2023-01-10,2024-11-04,2062,145632,27816,360,0.01
CAM010528,ORD019354,Radio Ads,2023-08-31,2024-05-14,19334,187748,100076,319,0.05
CAM010529,ORD041833,Radio Ads,2023-12-06,2024-02-13,8203,157827,177838,1163,0.1
CAM010530,ORD030438,Email Campaign,2023-05-25,2024-05-28,1746,198709,82555,510,0.08
CAM010531,ORD022291,Social Media,2023-09-02,2024-06-16,16533,184506,31472,1337,0.03
CAM010532,ORD049336,Google Ads,2023-09-13,2024-08-14,10378,113413,26013,129,0.02
CAM010533,ORD015890,Email Campaign,2023-03-09,2023-12-21,9532,122928,220348,667,0.07
CAM010534,ORD044072,TV Commercial,2022-12-19,2024-04-24,18471,82734,108384,69,0.05
CAM010535,ORD046493,Email Campaign,2022-12-24,2024-03-01,11397,125644,185202,180,0.09
CAM010536,ORD021686,Social Media,2023-11-30,2024-11-06,10739,75579,174762,237,0.07
CAM010537,ORD006961,Radio Ads,2023-01-14,2024-06-01,3825,197406,189763,554,0.09
CAM010538,ORD019339,Google Ads,2023-06-20,2024-01-10,13773,59248,88023,656,0.09
CAM010539,ORD021475,Email Campaign,2023-11-02,2024-04-10,15829,84825,84344,1054,0.01
CAM010540,ORD044305,Radio Ads,2023-07-27,2024-04-12,5104,153568,44970,533,0.08
CAM010541,ORD001623,Social Media,2023-11-21,2024-03-04,19816,80995,190090,802,0.07
CAM010542,ORD011232,TV Commercial,2023-09-28,2024-09-03,9457,48022,237787,267,0.05
CAM010543,ORD002075,Social Media,2023-04-14,2024-11-10,7570,159706,181041,1173,0.07
CAM010544,ORD049753,TV Commercial,2022-12-15,2024-03-25,13263,114338,116214,1040,0.07
CAM010545,ORD039893,Radio Ads,2022-12-18,2024-09-21,7059,150917,195592,446,0.1
CAM010546,ORD026721,Social Media,2023-10-16,2024-08-15,19084,27583,150853,208,0.06
CAM010547,ORD015423,TV Commercial,2023-06-27,2024-08-31,19940,98995,93260,1053,0.03
CAM010548,ORD016835,TV Commercial,2023-05-12,2024-05-20,11033,32317,84313,1462,0.09
CAM010549,ORD002840,TV Commercial,2023-04-27,2024-08-26,18381,91072,223390,1553,0.01
CAM010550,ORD022838,Radio Ads,2023-04-30,2023-12-31,17220,176195,131690,1082,0.1
CAM010551,ORD037863,TV Commercial,2023-05-31,2024-05-15,16330,182528,157962,205,0.07
CAM010552,ORD011781,Email Campaign,2023-05-19,2024-07-15,11113,49125,17226,747,0.07
CAM010553,ORD034434,Email Campaign,2023-06-20,2024-05-22,4430,79328,12618,485,0.06
CAM010554,ORD024084,TV Commercial,2022-12-21,2024-02-05,6825,150808,59418,362,0.09
CAM010555,ORD012321,Google Ads,2023-03-18,2024-10-05,1400,188675,45007,1169,0.05
CAM010556,ORD024807,Email Campaign,2023-04-13,2024-04-12,11778,155972,54271,929,0.02
CAM010557,ORD015367,TV Commercial,2023-04-01,2024-01-25,8859,166227,121270,526,0.07
CAM010558,ORD026918,Social Media,2023-08-20,2024-02-16,4296,132430,125862,624,0.02
CAM010559,ORD033734,TV Commercial,2023-10-08,2024-01-26,10436,124997,74766,1909,0.03
CAM010560,ORD040377,Email Campaign,2023-07-18,2024-11-18,4120,124738,40947,972,0.08
CAM010561,ORD041716,Social Media,2023-09-26,2024-01-12,14069,41977,27728,1584,0.05
CAM010562,ORD046265,Google Ads,2022-12-22,2024-02-21,3165,167381,185652,909,0.02
CAM010563,ORD004412,Social Media,2023-01-19,2024-07-18,18753,157709,190923,982,0.1
CAM010564,ORD016766,TV Commercial,2023-02-06,2024-11-22,10818,102315,133434,1580,0.09
CAM010565,ORD015690,Social Media,2023-06-14,2024-05-01,6844,79483,239328,247,0.02
CAM010566,ORD006441,TV Commercial,2023-06-28,2024-06-15,16899,192699,23361,677,0.08
CAM010567,ORD033704,Google Ads,2023-04-28,2024-05-24,17266,135618,206244,1516,0.05
CAM010568,ORD018033,TV Commercial,2023-10-23,2024-07-16,17306,59559,177693,1565,0.05
CAM010569,ORD022097,Google Ads,2023-11-24,2024-12-05,9491,146682,18490,1798,0.01
CAM010570,ORD036900,Email Campaign,2023-10-05,2024-12-06,16962,175507,213998,383,0.04
CAM010571,ORD030626,Google Ads,2023-10-05,2024-11-14,13509,42647,98414,905,0.04
CAM010572,ORD041755,Radio Ads,2022-12-11,2023-12-19,982,74642,9313,1327,0.05
CAM010573,ORD047905,Radio Ads,2023-11-23,2024-05-06,9590,180260,138883,158,0.05
CAM010574,ORD024592,Social Media,2023-07-27,2024-02-27,678,18167,84079,1473,0.07
CAM010575,ORD014456,Radio Ads,2023-07-27,2024-08-08,12520,176174,52447,1341,0.06
CAM010576,ORD036481,Social Media,2023-08-29,2024-01-12,14439,118290,38588,1698,0.03
CAM010577,ORD015925,TV Commercial,2023-05-26,2024-07-23,1167,51227,215120,144,0.02
CAM010578,ORD043379,Social Media,2023-07-20,2024-10-19,14109,46768,106033,619,0.02
CAM010579,ORD006834,Social Media,2023-07-14,2024-08-04,5277,195720,16430,52,0.03
CAM010580,ORD040612,Radio Ads,2023-07-06,2024-06-18,15154,117207,49214,190,0.07
CAM010581,ORD036975,Radio Ads,2022-12-29,2024-04-26,18066,131052,159964,308,0.06
CAM010582,ORD007414,TV Commercial,2023-06-27,2024-09-04,8760,197475,47821,1726,0.04
CAM010583,ORD037350,Email Campaign,2023-06-24,2024-12-06,3408,164256,78621,1331,0.03
CAM010584,ORD010698,Email Campaign,2022-12-30,2024-09-01,11972,191272,232702,1834,0.09
CAM010585,ORD001399,Email Campaign,2023-10-18,2024-01-01,1510,87610,111012,1418,0.02
CAM010586,ORD044705,Social Media,2023-09-17,2024-02-18,5836,24758,213025,697,0.08
CAM010587,ORD005504,Radio Ads,2023-06-30,2024-06-01,12732,94134,138135,923,0.05
CAM010588,ORD040415,Google Ads,2023-06-11,2023-12-10,10957,159352,28016,1885,0.08
CAM010589,ORD040348,Google Ads,2023-07-14,2024-09-04,13516,31093,81681,1883,0.1
CAM010590,ORD018328,TV Commercial,2023-09-03,2024-01-25,17685,34222,186651,598,0.09
CAM010591,ORD001172,TV Commercial,2023-04-02,2024-10-25,11186,59704,6441,833,0.08
CAM010592,ORD015165,Google Ads,2023-08-21,2024-01-02,6765,70480,83611,1048,0.02
CAM010593,ORD013102,TV Commercial,2023-07-07,2024-04-27,15340,68692,53742,915,0.09
CAM010594,ORD028318,Email Campaign,2023-05-16,2024-05-22,7140,181247,208550,1322,0.03
CAM010595,ORD042361,Social Media,2023-03-04,2024-02-14,15411,160411,108356,726,0.04
CAM010596,ORD027723,Google Ads,2023-03-18,2024-11-28,9930,92015,22890,1346,0.03
CAM010597,ORD004812,Email Campaign,2023-05-31,2024-01-21,17970,79681,218925,1000,0.05
CAM010598,ORD012120,TV Commercial,2023-12-04,2024-07-21,6693,159399,237894,961,0.09
CAM010599,ORD017205,TV Commercial,2023-04-12,2024-03-25,8427,52461,50760,845,0.01
CAM010600,ORD016355,Radio Ads,2023-06-22,2024-02-29,15909,73066,86955,1402,0.02
CAM010601,ORD019213,Radio Ads,2023-12-06,2024-05-28,14938,162819,238962,889,0.1
CAM010602,ORD005443,Radio Ads,2022-12-22,2024-02-19,13218,99672,50709,121,0.07
CAM010603,ORD021300,Google Ads,2023-05-03,2024-04-16,3900,98435,42812,1368,0.05
CAM010604,ORD023289,Social Media,2023-02-10,2023-12-24,12792,72626,230006,1231,0.03
CAM010605,ORD043017,Email Campaign,2023-08-20,2024-02-24,2682,12166,155714,1253,0.08
CAM010606,ORD036041,Google Ads,2023-03-10,2024-04-08,9690,43862,168392,858,0.05
CAM010607,ORD017618,Email Campaign,2023-02-09,2024-10-24,11611,44570,184501,1395,0.05
CAM010608,ORD028023,Social Media,2023-10-12,2024-05-30,2260,23756,87104,1245,0.07
CAM010609,ORD017998,Email Campaign,2023-02-22,2024-11-25,4029,145844,176584,428,0.05
CAM010610,ORD038288,TV Commercial,2023-08-09,2024-04-14,18852,144008,125077,718,0.1
