financial_id,order_id,cogs,operational_expenses,other_expenses,total_revenue,profit,financial_date,taxes_paid,discount_given
FIN023934,ORD023934,708,552,1878,2769,2272,2024-11-05,367,94
FIN023935,ORD023935,605,4933,2770,8862,2363,2023-09-08,438,228
FIN023936,ORD023936,505,2155,1075,3586,8587,2023-05-04,499,101
FIN023937,ORD023937,790,1110,1442,4196,7576,2023-08-18,383,22
FIN023938,ORD023938,855,1765,2887,2233,4323,2024-02-02,126,98
FIN023939,ORD023939,946,2040,2705,4088,2992,2023-02-26,72,177
FIN023940,ORD023940,228,3165,1847,3312,8396,2024-11-20,200,176
FIN023941,ORD023941,757,3446,1967,8285,1943,2023-12-22,296,134
FIN023942,ORD023942,368,4062,1923,4453,6039,2023-10-22,84,152
FIN023943,ORD023943,498,816,1382,3359,7296,2023-09-30,317,289
FIN023944,ORD023944,687,1614,1030,4561,6435,2023-08-04,227,180
FIN023945,ORD023945,727,1803,1232,4572,4093,2024-11-29,79,165
FIN023946,ORD023946,611,2282,1451,5631,5598,2024-05-08,436,101
FIN023947,ORD023947,998,2283,242,1543,894,2023-08-19,429,121
FIN023948,ORD023948,245,4449,2478,1519,5914,2023-08-19,30,24
FIN023949,ORD023949,550,4316,1155,1441,5089,2023-05-11,376,171
FIN023950,ORD023950,274,2804,408,5369,5568,2024-07-07,101,107
FIN023951,ORD023951,421,1348,213,6590,5438,2024-04-14,483,62
FIN023952,ORD023952,101,4986,1438,8948,7383,2023-09-18,410,210
FIN023953,ORD023953,851,4258,2742,8854,11,2023-07-24,141,35
FIN023954,ORD023954,567,767,2694,3430,1456,2023-03-10,129,47
FIN023955,ORD023955,985,2778,2312,8619,8913,2024-06-02,87,291
FIN023956,ORD023956,845,4473,1867,8156,2365,2024-05-06,33,71
FIN023957,ORD023957,366,1565,133,8938,861,2023-11-23,308,267
FIN023958,ORD023958,810,4416,396,6906,4452,2023-09-13,486,250
FIN023959,ORD023959,270,2894,851,8764,7856,2023-11-24,220,35
FIN023960,ORD023960,140,4270,1803,4264,7401,2023-03-08,310,172
FIN023961,ORD023961,227,2808,215,585,2099,2024-05-24,450,118
FIN023962,ORD023962,795,4769,2919,8718,1201,2023-07-17,272,289
FIN023963,ORD023963,250,2090,1892,4594,4173,2023-01-24,387,152
FIN023964,ORD023964,341,3197,1850,4894,822,2024-02-03,41,211
FIN023965,ORD023965,872,2088,2715,9113,-489,2024-04-14,490,73
FIN023966,ORD023966,165,4615,2919,521,2309,2023-09-21,217,236
FIN023967,ORD023967,662,4804,1560,8624,8037,2023-10-02,302,198
FIN023968,ORD023968,896,4858,1037,7069,5513,2023-05-03,314,284
FIN023969,ORD023969,337,2604,2188,994,5752,2024-02-27,243,259
FIN023970,ORD023970,819,2755,2449,5614,5249,2024-07-24,291,292
FIN023971,ORD023971,869,3353,2754,5365,4856,2024-09-25,400,10
FIN023972,ORD023972,761,3722,2041,7797,6278,2024-06-20,366,208
FIN023973,ORD023973,748,3801,334,8663,4977,2024-04-16,141,56
FIN023974,ORD023974,258,4191,744,7367,5266,2024-10-12,354,162
FIN023975,ORD023975,903,738,2059,1266,6775,2024-08-30,215,178
FIN023976,ORD023976,661,4342,1278,4629,1577,2024-09-02,12,8
FIN023977,ORD023977,875,726,514,8490,2130,2023-07-23,176,218
FIN023978,ORD023978,944,3397,2880,6729,4059,2023-01-12,36,125
FIN023979,ORD023979,190,1713,1620,7431,8023,2022-12-21,349,162
FIN023980,ORD023980,473,2042,400,2106,4348,2024-07-21,50,6
FIN023981,ORD023981,645,1903,2458,9280,8626,2024-11-30,292,203
FIN023982,ORD023982,873,1262,1900,6564,428,2023-12-28,55,103
FIN023983,ORD023983,590,1331,1393,2759,3912,2024-09-11,492,117
FIN023984,ORD023984,363,1885,2449,1704,6006,2023-05-25,369,32
FIN023985,ORD023985,150,2179,1790,2668,6901,2024-02-03,59,257
FIN023986,ORD023986,653,2343,1972,1182,218,2024-08-24,172,36
FIN023987,ORD023987,991,1467,991,4310,-397,2024-09-19,390,118
FIN023988,ORD023988,921,2976,2549,3846,5005,2023-02-14,66,159
FIN023989,ORD023989,749,2024,1300,3132,5657,2023-11-30,142,276
FIN023990,ORD023990,351,4622,2671,7287,5956,2024-01-01,200,54
FIN023991,ORD023991,478,1214,2546,3536,164,2024-10-29,145,265
FIN023992,ORD023992,522,1658,1830,8302,2997,2023-08-29,372,231
FIN023993,ORD023993,527,4327,1487,2923,5370,2023-10-15,202,201
FIN023994,ORD023994,879,3420,1979,3024,6256,2023-10-19,385,83
FIN023995,ORD023995,261,2725,357,2998,-428,2023-12-13,131,157
FIN023996,ORD023996,821,3929,653,9538,954,2024-06-23,245,46
FIN023997,ORD023997,734,4865,1551,7482,5071,2023-05-26,59,209
FIN023998,ORD023998,154,1627,1955,3080,6878,2023-03-20,121,192
FIN023999,ORD023999,512,588,1587,789,4004,2023-04-20,132,177
FIN024000,ORD024000,679,3001,2211,8341,2320,2024-04-19,460,68
FIN024001,ORD024001,690,4361,224,7131,6312,2024-08-21,185,259
FIN024002,ORD024002,813,4469,1516,5700,8425,2024-02-01,205,296
FIN024003,ORD024003,102,4829,2133,7912,7996,2024-01-31,450,100
FIN024004,ORD024004,869,1740,2776,1388,5805,2023-08-12,101,4
FIN024005,ORD024005,592,4834,1206,7148,144,2024-04-30,473,262
FIN024006,ORD024006,246,2044,1060,8619,1881,2024-04-18,163,19
FIN024007,ORD024007,821,3638,316,4520,1093,2023-05-15,496,37
FIN024008,ORD024008,593,3562,1576,7611,1550,2024-05-02,368,210
FIN024009,ORD024009,281,1915,2952,8969,2408,2024-06-23,71,112
FIN024010,ORD024010,969,4127,1831,9394,3307,2023-11-08,270,65
FIN024011,ORD024011,968,2839,1777,7563,2554,2024-08-16,23,98
FIN024012,ORD024012,694,3766,2071,8169,7691,2022-12-31,426,93
FIN024013,ORD024013,484,3402,2462,7671,7768,2024-08-13,376,209
FIN024014,ORD024014,359,3929,328,7262,1514,2023-08-15,158,285
FIN024015,ORD024015,288,3001,1621,5031,5528,2023-10-04,361,253
FIN024016,ORD024016,211,3382,871,4875,2685,2024-04-24,275,116
FIN024017,ORD024017,675,3735,2234,4244,1301,2023-12-29,407,244
FIN024018,ORD024018,368,1227,1027,5316,8375,2023-07-19,207,253
FIN024019,ORD024019,503,1794,1425,8275,5325,2024-01-14,99,76
FIN024020,ORD024020,536,4165,2217,9287,7136,2023-12-29,94,136
FIN024021,ORD024021,386,3279,1915,3339,7676,2023-08-19,132,194
FIN024022,ORD024022,643,1978,1080,1219,1009,2023-01-23,365,217
FIN024023,ORD024023,956,4067,2684,3179,1496,2023-10-11,373,61
FIN024024,ORD024024,264,686,729,8892,3841,2024-03-03,39,10
FIN024025,ORD024025,778,3240,1852,3690,3870,2024-09-28,105,10
FIN024026,ORD024026,713,3621,794,9831,8467,2023-02-11,200,136
FIN024027,ORD024027,407,1743,1198,8097,4705,2024-07-14,220,64
FIN024028,ORD024028,310,2288,2129,3682,6756,2023-07-12,151,109
FIN024029,ORD024029,147,3745,2300,7853,4718,2023-01-09,425,228
FIN024030,ORD024030,699,2952,1771,4442,6374,2024-08-15,281,98
FIN024031,ORD024031,427,2307,2455,885,5120,2024-06-05,57,83
FIN024032,ORD024032,798,2127,1173,3225,2297,2023-12-17,129,50
FIN024033,ORD024033,415,625,1913,3930,-327,2024-02-01,71,42
FIN024034,ORD024034,752,4465,209,9687,704,2024-06-28,333,113
FIN024035,ORD024035,503,4883,1577,2335,-86,2024-08-27,292,143
FIN024036,ORD024036,716,2948,2741,4196,5920,2023-08-04,313,108
FIN024037,ORD024037,585,2388,1255,9104,6641,2023-05-12,452,216
FIN024038,ORD024038,594,3881,281,9330,6607,2024-02-28,431,167
FIN024039,ORD024039,405,852,1534,3101,-36,2023-03-06,174,88
FIN024040,ORD024040,433,4222,1742,3212,2720,2023-11-12,166,54
FIN024041,ORD024041,453,2844,952,9788,2835,2024-01-06,181,252
FIN024042,ORD024042,163,3933,2867,5173,6538,2024-10-11,94,128
FIN024043,ORD024043,957,3413,115,5601,4044,2024-08-14,27,7
FIN024044,ORD024044,762,2383,416,4121,2005,2024-07-18,492,32
FIN024045,ORD024045,524,993,2988,7521,7766,2023-08-16,287,257
FIN024046,ORD024046,986,1106,2744,4287,5726,2023-06-03,413,38
FIN024047,ORD024047,711,4104,290,1215,5563,2024-10-22,119,154
FIN024048,ORD024048,133,613,487,4816,6263,2024-11-29,261,125
FIN024049,ORD024049,610,693,1430,5471,4007,2024-04-07,39,171
FIN024050,ORD024050,734,946,439,3669,891,2022-12-25,388,255
FIN024051,ORD024051,173,2974,739,8673,1727,2024-09-09,166,48
FIN024052,ORD024052,998,2721,1891,514,4046,2024-09-26,106,210
FIN024053,ORD024053,253,1097,2515,752,8833,2023-03-16,101,83
FIN024054,ORD024054,511,2243,2004,6929,4989,2023-06-18,106,262
FIN024055,ORD024055,911,3067,2547,5704,5632,2023-05-06,277,148
FIN024056,ORD024056,334,2042,647,2881,1377,2023-02-14,473,98
FIN024057,ORD024057,293,3674,942,8364,6298,2023-08-17,54,190
FIN024058,ORD024058,964,3033,2270,3273,5781,2023-03-13,60,126
FIN024059,ORD024059,408,4327,2193,6855,6839,2023-07-09,298,2
FIN024060,ORD024060,943,860,2179,2574,1703,2023-02-26,451,144
FIN024061,ORD024061,222,2539,2410,2692,532,2023-01-05,235,91
FIN024062,ORD024062,952,4205,2765,8688,5320,2024-03-29,337,116
FIN024063,ORD024063,852,2754,1185,4953,2476,2023-08-25,175,235
FIN024064,ORD024064,130,1535,2171,807,1223,2023-05-13,56,88
FIN024065,ORD024065,479,2654,703,8627,4211,2023-03-26,185,26
FIN024066,ORD024066,947,3733,1250,6613,4845,2023-05-14,400,142
FIN024067,ORD024067,680,3049,905,9202,4074,2023-10-30,324,205
FIN024068,ORD024068,101,2261,2053,8471,-407,2024-06-25,249,123
FIN024069,ORD024069,898,2202,335,2302,1710,2023-03-17,51,205
FIN024070,ORD024070,973,2303,2116,9379,3310,2023-04-30,78,271
FIN024071,ORD024071,389,2265,607,2437,8582,2023-01-12,356,291
FIN024072,ORD024072,221,2558,542,4722,7415,2024-07-31,287,59
FIN024073,ORD024073,179,3103,1422,7387,2891,2023-03-01,137,96
FIN024074,ORD024074,654,1923,175,4482,334,2024-06-21,318,289
FIN024075,ORD024075,336,2212,2432,7131,3384,2023-03-19,150,109
FIN024076,ORD024076,404,4510,629,6364,6877,2023-02-07,388,65
FIN024077,ORD024077,297,4200,476,9769,3270,2023-09-16,467,103
FIN024078,ORD024078,128,4799,824,6150,1048,2024-05-13,114,14
FIN024079,ORD024079,571,4335,1173,2630,4340,2023-04-08,326,184
FIN024080,ORD024080,816,3120,1576,4515,3228,2024-02-24,51,295
FIN024081,ORD024081,712,2966,2451,9055,5738,2023-05-18,424,296
FIN024082,ORD024082,455,2247,1431,6475,8973,2024-08-22,179,3
FIN024083,ORD024083,939,1534,134,8423,8919,2023-11-07,385,144
FIN024084,ORD024084,582,4044,237,2847,1777,2024-01-15,64,123
FIN024085,ORD024085,637,1374,471,1695,4732,2023-08-25,371,297
FIN024086,ORD024086,392,2101,2301,9456,3194,2023-05-17,366,76
FIN024087,ORD024087,175,995,2223,8881,6273,2024-01-01,354,119
FIN024088,ORD024088,920,2604,732,9513,399,2024-05-28,137,172
FIN024089,ORD024089,514,4979,2516,8583,3523,2024-11-13,380,128
FIN024090,ORD024090,557,2073,1597,2929,4697,2024-07-04,121,86
FIN024091,ORD024091,229,4388,1574,9581,8439,2024-07-19,250,202
FIN024092,ORD024092,879,2340,1770,3303,2226,2023-10-16,412,80
FIN024093,ORD024093,116,1914,1210,4746,2831,2024-07-08,224,132
FIN024094,ORD024094,322,2829,2105,7116,5969,2024-04-30,226,51
FIN024095,ORD024095,840,3209,645,3736,3271,2023-04-20,61,70
FIN024096,ORD024096,679,3466,2856,8706,8161,2024-09-19,205,73
FIN024097,ORD024097,172,833,1501,768,4983,2023-08-10,390,123
FIN024098,ORD024098,762,2370,976,7509,6296,2024-10-23,259,42
FIN024099,ORD024099,385,4141,1473,3806,3834,2023-10-03,457,125
FIN024100,ORD024100,777,1283,581,2906,8842,2024-05-15,471,286
FIN024101,ORD024101,281,2212,539,4277,5968,2024-09-06,265,241
FIN024102,ORD024102,224,2485,1396,3302,3231,2023-05-02,167,86
FIN024103,ORD024103,744,3628,1891,6440,702,2023-07-11,85,71
FIN024104,ORD024104,939,4344,2515,2223,1235,2024-04-15,109,90
FIN024105,ORD024105,326,1581,2710,1134,1673,2023-12-27,330,46
FIN024106,ORD024106,836,3522,2168,7399,1212,2024-10-23,491,104
FIN024107,ORD024107,646,4613,955,4638,8917,2023-12-18,264,261
FIN024108,ORD024108,586,609,1333,8766,5273,2024-07-02,426,256
FIN024109,ORD024109,124,4475,1280,9871,8890,2024-08-13,320,218
FIN024110,ORD024110,577,3142,240,6005,316,2023-02-10,293,275
FIN024111,ORD024111,403,3078,903,5696,8652,2024-09-12,18,138
FIN024112,ORD024112,556,4579,2960,8616,5063,2024-07-13,437,182
FIN024113,ORD024113,406,3140,1027,6599,3385,2023-03-26,24,70
FIN024114,ORD024114,827,1516,628,9249,2764,2024-07-27,247,224
FIN024115,ORD024115,635,2376,1139,9665,8953,2023-01-14,60,56
FIN024116,ORD024116,474,1030,381,4793,6343,2024-09-03,140,39
FIN024117,ORD024117,136,883,1721,7967,6433,2024-02-23,26,187
FIN024118,ORD024118,821,4417,2115,5276,1842,2024-05-20,54,20
FIN024119,ORD024119,835,1573,2936,7299,3105,2024-12-09,432,145
FIN024120,ORD024120,737,693,1625,3181,3134,2024-08-12,445,299
FIN024121,ORD024121,314,3007,2032,9625,1663,2022-12-29,166,55
FIN024122,ORD024122,223,3164,594,7943,6916,2023-12-18,227,43
FIN024123,ORD024123,909,2702,2665,1143,8087,2024-07-03,258,69
FIN024124,ORD024124,576,1832,2443,1655,4203,2023-05-03,361,273
FIN024125,ORD024125,184,4170,2353,1168,4991,2024-10-27,164,278
FIN024126,ORD024126,202,4699,2140,935,6454,2023-02-25,403,6
FIN024127,ORD024127,450,4825,2664,7371,7720,2023-09-27,179,280
FIN024128,ORD024128,682,1365,530,7894,5438,2024-02-26,344,249
FIN024129,ORD024129,661,4949,993,9207,5346,2024-03-22,290,257
FIN024130,ORD024130,823,1892,1808,4177,247,2024-06-15,82,164
FIN024131,ORD024131,846,4866,2135,6606,1925,2023-11-25,228,252
FIN024132,ORD024132,909,4500,2593,8861,3470,2023-03-28,144,58
FIN024133,ORD024133,891,4575,946,8243,8575,2024-03-12,496,37
FIN024134,ORD024134,592,508,235,7554,1206,2024-01-15,432,102
FIN024135,ORD024135,110,1865,1194,6738,6820,2024-02-22,174,38
FIN024136,ORD024136,788,4274,1863,7822,3852,2024-03-27,73,18
FIN024137,ORD024137,801,4827,2784,4034,5636,2023-10-01,331,224
FIN024138,ORD024138,686,1497,158,5063,7856,2023-10-23,399,82
FIN024139,ORD024139,843,3668,167,8683,8908,2024-06-05,459,159
FIN024140,ORD024140,953,2067,1260,9045,1575,2022-12-19,145,192
FIN024141,ORD024141,435,1931,1437,1236,-497,2023-08-17,253,33
FIN024142,ORD024142,658,4715,485,5641,-474,2024-11-05,261,169
FIN024143,ORD024143,816,1041,1290,9063,783,2024-06-29,217,104
FIN024144,ORD024144,641,1404,805,4219,4103,2023-03-25,433,70
FIN024145,ORD024145,807,2372,1914,5731,395,2024-12-02,220,146
FIN024146,ORD024146,254,1108,315,1690,2187,2024-01-08,77,21
FIN024147,ORD024147,833,586,1871,3797,4995,2024-03-29,449,200
FIN024148,ORD024148,206,4182,237,4914,8341,2023-12-09,112,59
FIN024149,ORD024149,977,1377,819,5054,6613,2023-12-01,187,156
FIN024150,ORD024150,783,2119,1559,3775,8215,2024-06-29,171,137
FIN024151,ORD024151,323,653,810,2457,2455,2024-03-12,115,253
FIN024152,ORD024152,611,930,2491,6654,8672,2024-11-22,230,278
FIN024153,ORD024153,612,4288,1361,4451,514,2023-01-04,273,73
FIN024154,ORD024154,958,4787,2048,5527,3874,2023-08-26,80,219
FIN024155,ORD024155,786,1567,1318,4848,8257,2024-09-03,216,286
FIN024156,ORD024156,427,1443,2999,9701,8887,2023-02-19,370,233
FIN024157,ORD024157,142,2399,1057,3678,873,2023-03-11,169,109
FIN024158,ORD024158,168,4211,346,796,5325,2023-01-23,95,70
FIN024159,ORD024159,123,1197,2617,7366,5059,2023-11-01,285,247
FIN024160,ORD024160,144,614,2308,7988,1264,2023-01-13,497,108
FIN024161,ORD024161,492,3254,2737,4017,6602,2024-02-26,471,107
FIN024162,ORD024162,756,3008,2905,510,673,2023-01-12,323,259
FIN024163,ORD024163,348,958,107,641,480,2024-08-28,273,65
FIN024164,ORD024164,686,1019,181,1245,8505,2024-11-26,304,30
FIN024165,ORD024165,759,4660,1955,1485,3889,2023-11-24,185,183
FIN024166,ORD024166,690,1740,104,5677,1987,2023-10-21,41,122
FIN024167,ORD024167,247,1643,2267,2778,6530,2023-04-24,106,67
FIN024168,ORD024168,857,4431,154,9301,381,2024-04-07,389,140
FIN024169,ORD024169,467,4565,1302,6852,7377,2024-03-02,130,10
FIN024170,ORD024170,281,2693,1653,5612,2261,2024-01-07,91,242
FIN024171,ORD024171,592,1747,1120,4976,2736,2024-03-08,236,1
FIN024172,ORD024172,901,1751,2347,1163,4315,2023-12-29,452,298
FIN024173,ORD024173,485,1025,630,8528,6370,2023-01-14,450,70
FIN024174,ORD024174,985,1865,660,3719,650,2023-04-15,476,210
FIN024175,ORD024175,544,4788,1910,3557,6969,2023-10-02,56,293
FIN024176,ORD024176,977,3417,945,6715,2936,2023-07-09,381,245
FIN024177,ORD024177,320,2227,2429,4030,1035,2023-06-24,19,162
FIN024178,ORD024178,191,3350,348,8181,6,2024-02-17,56,64
FIN024179,ORD024179,182,1425,2951,8922,1841,2024-01-20,394,147
FIN024180,ORD024180,618,3151,2026,3749,334,2024-08-29,251,4
FIN024181,ORD024181,901,4746,2252,3930,7045,2023-07-02,418,247
FIN024182,ORD024182,854,942,585,7246,7556,2024-02-29,279,75
FIN024183,ORD024183,834,2005,289,3816,8008,2024-01-19,348,77
FIN024184,ORD024184,597,1869,1273,1928,-60,2024-10-09,259,138
FIN024185,ORD024185,226,2821,2782,1867,7076,2023-03-03,199,145
FIN024186,ORD024186,512,2985,2562,5321,742,2023-02-15,23,103
FIN024187,ORD024187,591,4016,2788,5847,1635,2024-08-13,109,91
FIN024188,ORD024188,414,3080,2871,822,6719,2023-06-23,109,163
FIN024189,ORD024189,749,4337,2598,3733,4428,2024-04-18,334,38
FIN024190,ORD024190,391,513,1468,1469,7783,2024-06-11,326,236
FIN024191,ORD024191,912,3486,593,2898,5964,2024-10-01,321,79
FIN024192,ORD024192,484,3429,2088,5747,7559,2023-04-04,257,113
FIN024193,ORD024193,110,2660,2769,9651,3575,2023-10-02,380,272
FIN024194,ORD024194,296,1839,1898,4936,1490,2024-04-03,491,212
FIN024195,ORD024195,762,2033,496,8079,2920,2024-09-02,308,232
FIN024196,ORD024196,784,3284,1990,5007,2555,2023-11-14,289,278
FIN024197,ORD024197,696,2437,1638,3502,1687,2023-10-07,416,199
FIN024198,ORD024198,754,2892,1014,7629,7582,2024-07-08,58,282
FIN024199,ORD024199,712,1995,2698,9439,4795,2022-12-16,146,101
FIN024200,ORD024200,419,2185,2116,5241,4215,2023-11-29,442,105
FIN024201,ORD024201,984,3667,1081,8215,8645,2024-01-03,89,221
FIN024202,ORD024202,873,3792,742,2999,6816,2024-03-15,191,215
FIN024203,ORD024203,344,652,1835,4617,1891,2024-02-21,279,258
FIN024204,ORD024204,724,4284,2272,6844,8297,2024-11-13,10,291
FIN024205,ORD024205,289,619,2393,8700,60,2024-03-05,342,291
FIN024206,ORD024206,648,2298,2417,8215,5497,2024-06-25,348,170
FIN024207,ORD024207,897,3732,2937,6289,8955,2024-11-17,405,198
FIN024208,ORD024208,891,1777,306,8797,6120,2024-07-20,469,224
FIN024209,ORD024209,194,2210,1295,1765,370,2024-01-29,453,43
FIN024210,ORD024210,848,2912,2194,844,5327,2023-10-02,446,112
FIN024211,ORD024211,731,3190,1375,6397,3285,2024-05-31,337,46
FIN024212,ORD024212,710,1067,1304,3476,7869,2023-06-25,403,128
FIN024213,ORD024213,855,3204,875,1234,1446,2024-04-21,486,220
FIN024214,ORD024214,963,1925,1228,7990,7949,2023-10-13,222,292
FIN024215,ORD024215,435,3738,909,9374,7416,2024-05-26,372,27
FIN024216,ORD024216,907,535,1261,750,3497,2024-04-11,486,56
FIN024217,ORD024217,724,3406,2762,1661,962,2023-07-10,121,219
FIN024218,ORD024218,308,4394,2903,895,368,2024-09-08,466,217
FIN024219,ORD024219,907,784,1428,2992,1690,2024-04-30,151,25
FIN024220,ORD024220,287,552,2758,2061,320,2024-02-27,478,265
FIN024221,ORD024221,808,3826,699,4535,6600,2023-05-03,17,6
FIN024222,ORD024222,790,3999,2424,8084,103,2024-01-05,330,90
FIN024223,ORD024223,146,1347,470,7550,4447,2024-05-31,199,143
FIN024224,ORD024224,352,1840,1340,2165,3696,2024-04-06,167,284
FIN024225,ORD024225,855,2608,1603,2248,1688,2023-10-07,193,266
FIN024226,ORD024226,799,3798,1126,9066,1079,2023-05-13,100,294
FIN024227,ORD024227,671,1969,1558,5313,8662,2024-02-10,68,245
FIN024228,ORD024228,819,4591,2548,3926,4200,2023-11-27,97,153
FIN024229,ORD024229,715,1486,440,4495,1677,2023-04-01,350,245
FIN024230,ORD024230,217,3298,2168,5118,7409,2024-03-08,379,119
FIN024231,ORD024231,370,4720,2985,7565,6413,2024-09-09,93,293
FIN024232,ORD024232,487,541,1283,1126,3301,2024-09-18,442,52
FIN024233,ORD024233,722,4968,2538,7811,5502,2023-06-23,54,17
FIN024234,ORD024234,645,701,2047,2160,2986,2024-03-20,405,111
FIN024235,ORD024235,360,1699,471,1937,5833,2023-10-31,441,203
FIN024236,ORD024236,162,895,1167,5794,5862,2023-09-13,221,26
FIN024237,ORD024237,645,3117,1751,8006,8827,2024-08-20,414,19
FIN024238,ORD024238,318,3826,1378,1211,2065,2024-06-09,389,90
FIN024239,ORD024239,585,619,1532,3182,-76,2024-08-15,241,273
FIN024240,ORD024240,367,4966,2966,9754,1082,2024-04-15,359,211
FIN024241,ORD024241,508,3341,2234,5442,103,2024-07-17,421,211
FIN024242,ORD024242,529,2082,1425,2565,7940,2024-11-02,344,220
FIN024243,ORD024243,963,2930,225,4722,7646,2024-04-04,229,203
FIN024244,ORD024244,579,3540,931,5850,8469,2023-03-08,146,297
FIN024245,ORD024245,902,1395,884,9254,7612,2023-04-01,212,95
FIN024246,ORD024246,299,1571,1195,6386,6621,2023-10-09,334,245
FIN024247,ORD024247,889,2034,1973,7309,-424,2024-04-09,334,146
FIN024248,ORD024248,712,1624,2643,6234,8942,2023-03-26,312,187
FIN024249,ORD024249,382,2750,1808,3697,7888,2023-07-20,20,25
FIN024250,ORD024250,701,766,2275,2231,390,2024-05-06,368,114
FIN024251,ORD024251,128,635,2545,3727,2049,2023-02-03,266,253
FIN024252,ORD024252,143,1691,2600,6976,106,2024-02-13,423,39
FIN024253,ORD024253,659,4199,623,5876,7227,2024-01-26,369,285
FIN024254,ORD024254,857,3026,2847,4452,1230,2023-12-16,263,30
FIN024255,ORD024255,457,3152,976,7832,1098,2024-05-06,322,75
FIN024256,ORD024256,989,2363,720,4670,6055,2024-01-15,99,70
FIN024257,ORD024257,509,862,585,8512,6453,2024-11-28,261,108
FIN024258,ORD024258,631,3040,1602,4803,1836,2023-04-14,311,244
FIN024259,ORD024259,974,3440,1610,7710,4327,2023-12-21,141,10
FIN024260,ORD024260,995,570,2776,6921,7259,2023-02-12,418,270
FIN024261,ORD024261,397,958,635,597,1435,2023-11-27,50,178
FIN024262,ORD024262,905,4044,2762,6095,-310,2023-12-23,290,226
FIN024263,ORD024263,768,2577,364,2378,7009,2024-07-09,144,58
FIN024264,ORD024264,344,2608,412,2754,5562,2024-07-14,486,289
FIN024265,ORD024265,678,1710,377,670,4367,2023-02-26,134,102
FIN024266,ORD024266,116,2055,1384,2880,7656,2023-11-13,467,140
FIN024267,ORD024267,324,2558,252,8250,1868,2024-07-21,79,194
FIN024268,ORD024268,741,3095,1799,3529,7529,2024-03-10,267,266
FIN024269,ORD024269,830,3117,2311,8147,1063,2024-07-31,86,96
FIN024270,ORD024270,387,2803,913,6343,448,2023-09-26,367,165
FIN024271,ORD024271,219,2839,2351,1357,518,2023-04-28,217,34
FIN024272,ORD024272,383,941,2169,3230,1603,2024-02-18,53,67
FIN024273,ORD024273,453,3498,2590,4615,5485,2023-01-18,283,49
FIN024274,ORD024274,175,3770,1130,2236,7108,2024-09-08,69,97
FIN024275,ORD024275,213,1930,2718,799,5279,2024-05-16,368,255
FIN024276,ORD024276,874,775,1263,3577,1040,2024-08-13,18,211
FIN024277,ORD024277,448,1776,1784,6404,1814,2023-12-19,46,60
FIN024278,ORD024278,635,1278,1717,8636,6074,2023-09-17,286,113
FIN024279,ORD024279,869,4870,142,8560,2070,2023-03-27,23,15
FIN024280,ORD024280,104,1827,144,1386,2176,2024-03-21,176,94
FIN024281,ORD024281,607,934,2815,8444,1993,2023-01-23,13,261
FIN024282,ORD024282,355,3485,332,6862,3289,2024-06-25,481,274
FIN024283,ORD024283,510,4096,2530,855,3831,2024-03-27,237,276
FIN024284,ORD024284,779,4451,844,9130,6907,2024-09-26,116,254
FIN024285,ORD024285,592,4580,1718,8889,5892,2023-06-14,137,78
FIN024286,ORD024286,754,684,2856,9799,2875,2023-06-23,29,222
FIN024287,ORD024287,952,1967,919,6861,7182,2023-03-21,407,285
FIN024288,ORD024288,474,4070,563,1484,3704,2024-03-22,378,93
FIN024289,ORD024289,472,3478,520,5583,8012,2023-02-13,53,12
FIN024290,ORD024290,944,1474,2432,6465,3556,2023-05-22,194,152
FIN024291,ORD024291,838,4912,2384,2421,5338,2024-04-14,340,170
FIN024292,ORD024292,594,4264,2969,7388,5983,2023-11-11,88,221
FIN024293,ORD024293,149,3312,1601,3633,656,2023-08-18,444,196
FIN024294,ORD024294,507,575,2280,2790,7632,2023-06-26,493,236
FIN024295,ORD024295,240,1926,2069,5732,5262,2024-03-10,327,129
FIN024296,ORD024296,139,2678,2126,1295,3454,2023-09-01,162,46
FIN024297,ORD024297,999,3474,2046,4127,6199,2023-12-05,242,36
FIN024298,ORD024298,544,2397,1499,7230,7848,2024-10-04,491,40
FIN024299,ORD024299,542,2519,1501,6914,2578,2024-01-13,211,146
FIN024300,ORD024300,876,1637,2057,2759,3622,2022-12-23,488,290
FIN024301,ORD024301,524,4671,1823,6392,747,2023-09-12,136,151
FIN024302,ORD024302,919,3202,2155,3444,7593,2024-01-21,46,256
FIN024303,ORD024303,820,2527,2840,1911,6821,2024-04-19,88,173
FIN024304,ORD024304,642,3845,2144,5761,2038,2022-12-15,411,216
FIN024305,ORD024305,690,2115,2540,5201,7428,2023-05-09,255,12
FIN024306,ORD024306,808,4496,2891,7432,875,2023-11-27,159,74
FIN024307,ORD024307,905,4904,1066,6825,6964,2023-10-09,416,14
FIN024308,ORD024308,700,1460,1001,7595,-357,2024-09-27,105,53
FIN024309,ORD024309,254,4328,1004,1352,1419,2024-05-10,66,75
FIN024310,ORD024310,227,2124,1532,2067,5674,2023-06-07,424,201
FIN024311,ORD024311,524,3712,545,6021,2488,2023-10-20,123,204
FIN024312,ORD024312,157,4123,2853,3853,5003,2023-12-05,484,93
FIN024313,ORD024313,276,3520,2180,1000,6190,2023-04-15,237,72
FIN024314,ORD024314,850,4158,2912,6806,363,2024-04-10,31,192
FIN024315,ORD024315,803,3296,1178,8142,8718,2023-08-30,346,13
